	X	label
557	tensor([0.9650, 0.7333, 4.1362,  ..., 0.0062, 0.0300, 0.0399])	1
558	tensor([2.0101, 1.2883, 1.9150,  ..., 0.0035, 0.0091, 0.0185])	1
559	tensor([1.8666, 1.1269, 2.3869,  ..., 0.0253, 0.0622, 0.0338])	1
560	tensor([0.2693, 1.4314, 4.2305,  ..., 0.0176, 0.0519, 0.0510])	1
561	tensor([0.9401, 0.2666, 1.5872,  ..., 0.0175, 0.0120, 0.0238])	1
562	tensor([-1.2536,  0.4020,  2.5782,  ...,  0.0078,  0.0720,  0.0191])	1
563	"tensor([-1.2536e+00,  4.0199e-01,  2.5782e+00,  ...,  2.2387e-03,
         1.3820e-02,  2.7197e-02])"	0
564	tensor([2.2549, 1.7557, 3.2451,  ..., 0.0052, 0.0365, 0.0087])	1
565	"tensor([2.2549e+00, 1.7557e+00, 3.2451e+00,  ..., 1.0767e-03, 2.0631e-03,
        6.4163e-03])"	0
566	"tensor([3.0281e-01, 3.2530e+00, 3.1205e+00,  ..., 2.8006e-03, 4.8668e-03,
        3.0764e-03])"	0
567	"tensor([3.0281e-01, 3.2530e+00, 3.1205e+00,  ..., 9.7497e-04, 5.7911e-03,
        1.0608e-02])"	1
568	"tensor([7.1509e-01, 3.0542e+00, 1.3151e+00,  ..., 4.0109e-03, 2.5609e-03,
        6.2299e-03])"	1
569	tensor([0.5854, 1.0567, 2.6098,  ..., 0.0254, 0.0359, 0.0189])	1
570	tensor([1.3687, 0.5600, 2.6220,  ..., 0.0042, 0.0082, 0.0151])	1
571	"tensor([-2.3152e+00,  2.6483e+00,  3.1706e+00,  ...,  2.5411e-03,
         2.9056e-03,  4.8289e-03])"	1
572	tensor([-2.5203, -1.6029,  1.3300,  ...,  0.0077,  0.0044,  0.0058])	1
573	tensor([0.5283, 2.3570, 2.6715,  ..., 0.0065, 0.0150, 0.1200])	1
574	tensor([0.4608, 2.8833, 4.5853,  ..., 0.0091, 0.0176, 0.0198])	1
575	"tensor([-3.5541e+00,  1.0852e+00,  4.9419e+00,  ...,  4.0916e-04,
         1.2258e-02,  5.4437e-03])"	1
576	"tensor([-3.5541e+00,  1.0852e+00,  4.9419e+00,  ...,  1.8808e-04,
         4.5403e-03,  1.9799e-02])"	0
577	"tensor([7.1358e-01, 7.4404e-01, 4.5772e+00,  ..., 9.8681e-04, 7.0127e-03,
        1.8683e-03])"	1
578	"tensor([7.1358e-01, 7.4404e-01, 4.5772e+00,  ..., 5.2599e-04, 2.9311e-03,
        4.0972e-03])"	0
579	"tensor([-1.9210e+00,  1.3003e+00,  5.7317e+00,  ...,  1.4332e-04,
         4.5935e-03,  2.9460e-03])"	0
580	"tensor([-1.9210e+00,  1.3003e+00,  5.7317e+00,  ...,  1.9422e-04,
         9.7635e-03,  1.7676e-02])"	1
581	"tensor([-3.9261e+00,  2.6331e-01,  3.2003e+00,  ...,  4.9018e-05,
         1.9979e-03,  1.5391e-03])"	0
582	"tensor([-3.9261e+00,  2.6331e-01,  3.2003e+00,  ...,  2.0915e-04,
         4.9635e-03,  1.4959e-02])"	0
583	"tensor([-8.1928e-01, -1.3275e+00,  5.6501e+00,  ...,  4.3076e-05,
         1.2816e-03,  4.6099e-04])"	0
584	"tensor([-8.1928e-01, -1.3275e+00,  5.6501e+00,  ...,  9.8509e-05,
         5.1535e-03,  4.8493e-03])"	0
585	tensor([0.0361, 3.4646, 4.0609,  ..., 0.0051, 0.0481, 0.0114])	0
586	"tensor([3.6143e-02, 3.4646e+00, 4.0609e+00,  ..., 3.8110e-04, 2.9530e-02,
        1.4893e-02])"	1
587	"tensor([3.6143e-02, 3.4646e+00, 4.0609e+00,  ..., 1.8538e-03, 3.3627e-03,
        6.4780e-03])"	0
588	"tensor([3.6143e-02, 3.4646e+00, 4.0609e+00,  ..., 1.0189e-04, 9.4877e-04,
        9.6640e-04])"	0
589	"tensor([3.6143e-02, 3.4646e+00, 4.0609e+00,  ..., 4.0696e-05, 2.1890e-03,
        1.6987e-03])"	0
590	"tensor([3.6143e-02, 3.4646e+00, 4.0609e+00,  ..., 2.3114e-04, 8.8576e-04,
        2.1931e-03])"	0
591	"tensor([3.6143e-02, 3.4646e+00, 4.0609e+00,  ..., 1.0122e-04, 4.3103e-04,
        9.4745e-04])"	0
592	tensor([0.0361, 3.4646, 4.0609,  ..., 0.0051, 0.0481, 0.0114])	0
593	"tensor([3.6143e-02, 3.4646e+00, 4.0609e+00,  ..., 3.8110e-04, 2.9530e-02,
        1.4893e-02])"	0
594	"tensor([3.6143e-02, 3.4646e+00, 4.0609e+00,  ..., 1.8538e-03, 3.3627e-03,
        6.4780e-03])"	0
595	"tensor([3.6143e-02, 3.4646e+00, 4.0609e+00,  ..., 1.0189e-04, 9.4877e-04,
        9.6640e-04])"	1
596	"tensor([3.6143e-02, 3.4646e+00, 4.0609e+00,  ..., 4.0696e-05, 2.1890e-03,
        1.6987e-03])"	0
597	"tensor([3.6143e-02, 3.4646e+00, 4.0609e+00,  ..., 2.3114e-04, 8.8576e-04,
        2.1931e-03])"	0
598	"tensor([3.6143e-02, 3.4646e+00, 4.0609e+00,  ..., 1.0122e-04, 4.3103e-04,
        9.4745e-04])"	0
599	tensor([0.0361, 3.4646, 4.0609,  ..., 0.0051, 0.0481, 0.0114])	0
600	"tensor([3.6143e-02, 3.4646e+00, 4.0609e+00,  ..., 3.8110e-04, 2.9530e-02,
        1.4893e-02])"	0
601	"tensor([3.6143e-02, 3.4646e+00, 4.0609e+00,  ..., 1.8538e-03, 3.3627e-03,
        6.4780e-03])"	0
602	"tensor([3.6143e-02, 3.4646e+00, 4.0609e+00,  ..., 1.0189e-04, 9.4877e-04,
        9.6640e-04])"	0
603	"tensor([3.6143e-02, 3.4646e+00, 4.0609e+00,  ..., 4.0696e-05, 2.1890e-03,
        1.6987e-03])"	1
604	"tensor([3.6143e-02, 3.4646e+00, 4.0609e+00,  ..., 2.3114e-04, 8.8576e-04,
        2.1931e-03])"	0
605	"tensor([3.6143e-02, 3.4646e+00, 4.0609e+00,  ..., 1.0122e-04, 4.3103e-04,
        9.4745e-04])"	0
606	tensor([0.0361, 3.4646, 4.0609,  ..., 0.0051, 0.0481, 0.0114])	0
607	"tensor([3.6143e-02, 3.4646e+00, 4.0609e+00,  ..., 3.8110e-04, 2.9530e-02,
        1.4893e-02])"	0
608	"tensor([3.6143e-02, 3.4646e+00, 4.0609e+00,  ..., 1.8538e-03, 3.3627e-03,
        6.4780e-03])"	0
609	"tensor([3.6143e-02, 3.4646e+00, 4.0609e+00,  ..., 1.0189e-04, 9.4877e-04,
        9.6640e-04])"	0
610	"tensor([3.6143e-02, 3.4646e+00, 4.0609e+00,  ..., 4.0696e-05, 2.1890e-03,
        1.6987e-03])"	0
611	"tensor([3.6143e-02, 3.4646e+00, 4.0609e+00,  ..., 2.3114e-04, 8.8576e-04,
        2.1931e-03])"	0
612	"tensor([3.6143e-02, 3.4646e+00, 4.0609e+00,  ..., 1.0122e-04, 4.3103e-04,
        9.4745e-04])"	1
613	"tensor([-1.1353e+00,  2.1064e+00,  3.8732e+00,  ...,  3.8449e-03,
         1.6983e-02,  3.1753e-02])"	1
614	"tensor([-1.1353e+00,  2.1064e+00,  3.8732e+00,  ...,  4.2340e-04,
         5.0955e-03,  1.2240e-02])"	0
615	"tensor([-1.1353e+00,  2.1064e+00,  3.8732e+00,  ...,  1.4782e-03,
         1.2562e-03,  1.0373e-02])"	0
616	"tensor([-1.1353e+00,  2.1064e+00,  3.8732e+00,  ...,  1.1299e-04,
         4.0030e-04,  1.3081e-03])"	0
617	"tensor([-1.1353e+00,  2.1064e+00,  3.8732e+00,  ...,  1.6469e-05,
         4.1828e-04,  2.2470e-03])"	0
618	"tensor([-1.1353e+00,  2.1064e+00,  3.8732e+00,  ...,  1.0936e-04,
         2.0554e-04,  3.5332e-03])"	0
619	"tensor([-1.1353e+00,  2.1064e+00,  3.8732e+00,  ...,  5.5122e-05,
         1.6729e-04,  1.8894e-03])"	0
620	"tensor([-1.4856e+00,  8.9432e-01,  4.2652e+00,  ...,  1.9039e-03,
         2.4013e-02,  1.3048e-01])"	1
621	"tensor([-1.4856e+00,  8.9432e-01,  4.2652e+00,  ...,  6.4718e-04,
         5.8057e-03,  1.8304e-02])"	0
622	"tensor([-1.4856e+00,  8.9432e-01,  4.2652e+00,  ...,  1.6369e-03,
         2.2397e-03,  1.6042e-02])"	0
623	"tensor([-1.4856e+00,  8.9432e-01,  4.2652e+00,  ...,  2.9216e-04,
         1.1132e-03,  1.6150e-03])"	0
624	"tensor([-1.4856e+00,  8.9432e-01,  4.2652e+00,  ...,  1.1915e-04,
         8.8535e-04,  1.0950e-02])"	0
625	"tensor([-1.4856e+00,  8.9432e-01,  4.2652e+00,  ...,  2.7354e-04,
         6.2629e-04,  8.3788e-03])"	0
626	"tensor([-1.4856e+00,  8.9432e-01,  4.2652e+00,  ...,  1.8210e-04,
         6.2863e-04,  6.3782e-04])"	0
627	"tensor([1.3980e+00, 1.8228e+00, 5.8484e+00,  ..., 1.2473e-03, 5.3185e-03,
        3.0607e-03])"	0
628	"tensor([1.3980e+00, 1.8228e+00, 5.8484e+00,  ..., 5.2837e-04, 5.3247e-03,
        1.5098e-02])"	0
629	"tensor([1.3980e+00, 1.8228e+00, 5.8484e+00,  ..., 2.7347e-03, 1.0711e-02,
        1.8080e-02])"	1
630	"tensor([1.3980e+00, 1.8228e+00, 5.8484e+00,  ..., 1.5791e-03, 5.5596e-03,
        7.6082e-03])"	0
631	"tensor([1.3980e+00, 1.8228e+00, 5.8484e+00,  ..., 6.8512e-05, 1.4141e-03,
        2.7650e-03])"	0
632	"tensor([1.3980e+00, 1.8228e+00, 5.8484e+00,  ..., 6.3994e-04, 3.8193e-03,
        8.0550e-03])"	0
633	"tensor([1.3980e+00, 1.8228e+00, 5.8484e+00,  ..., 3.7691e-04, 2.3125e-03,
        3.7001e-03])"	0
634	"tensor([-2.2356e+00,  9.5144e-01,  4.1235e+00,  ...,  1.7529e-04,
         2.3564e-03,  5.5900e-03])"	0
635	"tensor([-2.2356e+00,  9.5144e-01,  4.1235e+00,  ...,  7.6795e-05,
         1.7595e-03,  7.5719e-03])"	1
636	"tensor([-2.2356e+00,  9.5144e-01,  4.1235e+00,  ...,  3.5658e-04,
         4.8404e-04,  1.3020e-02])"	0
637	"tensor([-2.2356e+00,  9.5144e-01,  4.1235e+00,  ...,  1.5633e-04,
         1.2761e-03,  8.2192e-03])"	0
638	"tensor([-2.2356e+00,  9.5144e-01,  4.1235e+00,  ...,  1.5165e-04,
         1.4147e-02,  4.7089e-02])"	0
639	"tensor([-2.2356e+00,  9.5144e-01,  4.1235e+00,  ...,  4.0912e-04,
         2.6906e-03,  4.3111e-02])"	0
640	"tensor([-2.2356e+00,  9.5144e-01,  4.1235e+00,  ...,  9.6554e-05,
         4.9659e-03,  4.8092e-03])"	0
641	"tensor([-2.2356e+00,  9.5144e-01,  4.1235e+00,  ...,  1.7529e-04,
         2.3564e-03,  5.5900e-03])"	0
642	"tensor([-2.2356e+00,  9.5144e-01,  4.1235e+00,  ...,  7.6795e-05,
         1.7595e-03,  7.5719e-03])"	0
643	"tensor([-2.2356e+00,  9.5144e-01,  4.1235e+00,  ...,  3.5658e-04,
         4.8404e-04,  1.3020e-02])"	0
644	"tensor([-2.2356e+00,  9.5144e-01,  4.1235e+00,  ...,  1.5633e-04,
         1.2761e-03,  8.2192e-03])"	1
645	"tensor([-2.2356e+00,  9.5144e-01,  4.1235e+00,  ...,  1.5165e-04,
         1.4147e-02,  4.7089e-02])"	0
646	"tensor([-2.2356e+00,  9.5144e-01,  4.1235e+00,  ...,  4.0912e-04,
         2.6906e-03,  4.3111e-02])"	0
647	"tensor([-2.2356e+00,  9.5144e-01,  4.1235e+00,  ...,  9.6554e-05,
         4.9659e-03,  4.8092e-03])"	0
648	"tensor([1.0848e-01, 1.2315e+00, 2.3630e+00,  ..., 1.2675e-03, 1.6553e-03,
        4.3171e-04])"	0
649	"tensor([1.0848e-01, 1.2315e+00, 2.3630e+00,  ..., 4.8788e-04, 8.0655e-04,
        7.2193e-04])"	0
650	"tensor([1.0848e-01, 1.2315e+00, 2.3630e+00,  ..., 1.6428e-03, 3.7636e-03,
        6.6870e-03])"	0
651	"tensor([1.0848e-01, 1.2315e+00, 2.3630e+00,  ..., 3.4911e-03, 2.1573e-03,
        2.1580e-03])"	0
652	"tensor([1.0848e-01, 1.2315e+00, 2.3630e+00,  ..., 1.4454e-03, 2.1690e-03,
        1.0865e-03])"	0
653	tensor([0.1085, 1.2315, 2.3630,  ..., 0.0242, 0.0102, 0.0108])	1
654	"tensor([1.0848e-01, 1.2315e+00, 2.3630e+00,  ..., 2.1760e-02, 9.0649e-03,
        1.7471e-03])"	0
655	"tensor([-2.4315e+00, -1.2828e+00,  2.0179e+00,  ...,  6.0816e-04,
         2.9766e-03,  5.6882e-03])"	0
656	"tensor([-2.4315e+00, -1.2828e+00,  2.0179e+00,  ...,  1.0966e-04,
         1.5660e-03,  8.8694e-03])"	0
657	"tensor([-2.4315e+00, -1.2828e+00,  2.0179e+00,  ...,  4.1939e-04,
         8.9705e-04,  1.2518e-02])"	0
658	"tensor([-2.4315e+00, -1.2828e+00,  2.0179e+00,  ...,  1.0402e-04,
         1.2873e-03,  1.0526e-02])"	0
659	"tensor([-2.4315e+00, -1.2828e+00,  2.0179e+00,  ...,  2.4071e-04,
         8.1776e-03,  4.6933e-02])"	1
660	"tensor([-2.4315e+00, -1.2828e+00,  2.0179e+00,  ...,  1.3250e-03,
         4.4117e-03,  4.3961e-02])"	0
661	"tensor([-2.4315e+00, -1.2828e+00,  2.0179e+00,  ...,  3.6770e-04,
         7.9087e-03,  5.3004e-03])"	0
662	"tensor([-2.4315e+00, -1.2828e+00,  2.0179e+00,  ...,  6.0816e-04,
         2.9766e-03,  5.6882e-03])"	0
663	"tensor([-2.4315e+00, -1.2828e+00,  2.0179e+00,  ...,  1.0966e-04,
         1.5660e-03,  8.8694e-03])"	0
664	"tensor([-2.4315e+00, -1.2828e+00,  2.0179e+00,  ...,  4.1939e-04,
         8.9705e-04,  1.2518e-02])"	0
665	"tensor([-2.4315e+00, -1.2828e+00,  2.0179e+00,  ...,  1.0402e-04,
         1.2873e-03,  1.0526e-02])"	0
666	"tensor([-2.4315e+00, -1.2828e+00,  2.0179e+00,  ...,  2.4071e-04,
         8.1776e-03,  4.6933e-02])"	0
667	"tensor([-2.4315e+00, -1.2828e+00,  2.0179e+00,  ...,  1.3250e-03,
         4.4117e-03,  4.3961e-02])"	0
668	"tensor([-2.4315e+00, -1.2828e+00,  2.0179e+00,  ...,  3.6770e-04,
         7.9087e-03,  5.3004e-03])"	1
669	tensor([-0.5046,  0.1770,  5.4316,  ...,  0.0082,  0.0056,  0.0135])	1
670	"tensor([-5.0463e-01,  1.7697e-01,  5.4316e+00,  ...,  4.9310e-03,
         2.5256e-03,  7.1762e-03])"	0
671	"tensor([-5.0463e-01,  1.7697e-01,  5.4316e+00,  ...,  1.9241e-03,
         1.5046e-03,  5.3120e-04])"	0
672	"tensor([-5.0463e-01,  1.7697e-01,  5.4316e+00,  ...,  2.3951e-03,
         1.9098e-03,  5.5178e-03])"	0
673	"tensor([-5.0463e-01,  1.7697e-01,  5.4316e+00,  ...,  2.8804e-03,
         1.6904e-03,  5.6498e-03])"	0
674	"tensor([-5.0463e-01,  1.7697e-01,  5.4316e+00,  ...,  2.2898e-03,
         1.2276e-03,  7.6479e-04])"	0
675	tensor([-0.5046,  0.1770,  5.4316,  ...,  0.0082,  0.0056,  0.0135])	0
676	"tensor([-5.0463e-01,  1.7697e-01,  5.4316e+00,  ...,  4.9310e-03,
         2.5256e-03,  7.1762e-03])"	0
677	"tensor([-5.0463e-01,  1.7697e-01,  5.4316e+00,  ...,  1.9241e-03,
         1.5046e-03,  5.3120e-04])"	1
678	"tensor([-5.0463e-01,  1.7697e-01,  5.4316e+00,  ...,  2.3951e-03,
         1.9098e-03,  5.5178e-03])"	0
679	"tensor([-5.0463e-01,  1.7697e-01,  5.4316e+00,  ...,  2.8804e-03,
         1.6904e-03,  5.6498e-03])"	0
680	"tensor([-5.0463e-01,  1.7697e-01,  5.4316e+00,  ...,  2.2898e-03,
         1.2276e-03,  7.6479e-04])"	0
681	tensor([-0.5046,  0.1770,  5.4316,  ...,  0.0082,  0.0056,  0.0135])	0
682	"tensor([-5.0463e-01,  1.7697e-01,  5.4316e+00,  ...,  4.9310e-03,
         2.5256e-03,  7.1762e-03])"	0
683	"tensor([-5.0463e-01,  1.7697e-01,  5.4316e+00,  ...,  1.9241e-03,
         1.5046e-03,  5.3120e-04])"	0
684	"tensor([-5.0463e-01,  1.7697e-01,  5.4316e+00,  ...,  2.3951e-03,
         1.9098e-03,  5.5178e-03])"	1
685	"tensor([-5.0463e-01,  1.7697e-01,  5.4316e+00,  ...,  2.8804e-03,
         1.6904e-03,  5.6498e-03])"	0
686	"tensor([-5.0463e-01,  1.7697e-01,  5.4316e+00,  ...,  2.2898e-03,
         1.2276e-03,  7.6479e-04])"	0
687	tensor([-0.5046,  0.1770,  5.4316,  ...,  0.0082,  0.0056,  0.0135])	0
688	"tensor([-5.0463e-01,  1.7697e-01,  5.4316e+00,  ...,  4.9310e-03,
         2.5256e-03,  7.1762e-03])"	0
689	"tensor([-5.0463e-01,  1.7697e-01,  5.4316e+00,  ...,  1.9241e-03,
         1.5046e-03,  5.3120e-04])"	0
690	"tensor([-5.0463e-01,  1.7697e-01,  5.4316e+00,  ...,  2.3951e-03,
         1.9098e-03,  5.5178e-03])"	0
691	"tensor([-5.0463e-01,  1.7697e-01,  5.4316e+00,  ...,  2.8804e-03,
         1.6904e-03,  5.6498e-03])"	0
692	"tensor([-5.0463e-01,  1.7697e-01,  5.4316e+00,  ...,  2.2898e-03,
         1.2276e-03,  7.6479e-04])"	1
693	tensor([-2.3191,  1.0138,  0.8719,  ...,  0.0046,  0.0082,  0.0294])	1
694	tensor([-2.3191,  1.0138,  0.8719,  ...,  0.0028,  0.0053,  0.0311])	0
695	"tensor([-2.3191e+00,  1.0138e+00,  8.7185e-01,  ...,  9.6143e-04,
         7.1226e-03,  1.8648e-03])"	0
696	"tensor([-2.3191e+00,  1.0138e+00,  8.7185e-01,  ...,  1.0737e-03,
         6.4446e-03,  1.3745e-02])"	0
697	"tensor([-2.3191e+00,  1.0138e+00,  8.7185e-01,  ...,  2.1460e-03,
         3.3643e-03,  2.9233e-02])"	0
698	"tensor([-2.3191e+00,  1.0138e+00,  8.7185e-01,  ...,  9.6422e-04,
         5.1118e-03,  3.6961e-03])"	0
699	tensor([-2.3191,  1.0138,  0.8719,  ...,  0.0046,  0.0082,  0.0294])	0
700	tensor([-2.3191,  1.0138,  0.8719,  ...,  0.0028,  0.0053,  0.0311])	0
701	"tensor([-2.3191e+00,  1.0138e+00,  8.7185e-01,  ...,  9.6143e-04,
         7.1226e-03,  1.8648e-03])"	1
702	"tensor([-2.3191e+00,  1.0138e+00,  8.7185e-01,  ...,  1.0737e-03,
         6.4446e-03,  1.3745e-02])"	0
703	"tensor([-2.3191e+00,  1.0138e+00,  8.7185e-01,  ...,  2.1460e-03,
         3.3643e-03,  2.9233e-02])"	0
704	"tensor([-2.3191e+00,  1.0138e+00,  8.7185e-01,  ...,  9.6422e-04,
         5.1118e-03,  3.6961e-03])"	0
705	tensor([ 0.3313,  1.8288, -0.9801,  ...,  0.0022,  0.0033,  0.0134])	0
706	tensor([ 0.3313,  1.8288, -0.9801,  ...,  0.0027,  0.0037,  0.0227])	0
707	"tensor([ 3.3128e-01,  1.8288e+00, -9.8008e-01,  ...,  5.6215e-04,
         5.3678e-03,  1.4258e-03])"	0
708	"tensor([ 3.3128e-01,  1.8288e+00, -9.8008e-01,  ...,  3.0163e-04,
         2.5634e-03,  4.2510e-03])"	1
709	"tensor([ 3.3128e-01,  1.8288e+00, -9.8008e-01,  ...,  1.5240e-03,
         2.0169e-03,  1.4567e-02])"	0
710	"tensor([ 3.3128e-01,  1.8288e+00, -9.8008e-01,  ...,  5.4611e-04,
         2.7931e-03,  1.9358e-03])"	0
711	tensor([ 0.3313,  1.8288, -0.9801,  ...,  0.0022,  0.0033,  0.0134])	0
712	tensor([ 0.3313,  1.8288, -0.9801,  ...,  0.0027,  0.0037,  0.0227])	0
713	"tensor([ 3.3128e-01,  1.8288e+00, -9.8008e-01,  ...,  5.6215e-04,
         5.3678e-03,  1.4258e-03])"	0
714	"tensor([ 3.3128e-01,  1.8288e+00, -9.8008e-01,  ...,  3.0163e-04,
         2.5634e-03,  4.2510e-03])"	0
715	"tensor([ 3.3128e-01,  1.8288e+00, -9.8008e-01,  ...,  1.5240e-03,
         2.0169e-03,  1.4567e-02])"	0
716	"tensor([ 3.3128e-01,  1.8288e+00, -9.8008e-01,  ...,  5.4611e-04,
         2.7931e-03,  1.9358e-03])"	1
717	"tensor([1.4792e+00, 2.7193e-01, 3.8578e+00,  ..., 1.8279e-03, 1.4453e-03,
        1.0838e-03])"	0
718	"tensor([1.4792e+00, 2.7193e-01, 3.8578e+00,  ..., 2.6166e-03, 7.9334e-03,
        1.1898e-02])"	1
719	"tensor([1.4792e+00, 2.7193e-01, 3.8578e+00,  ..., 3.7022e-03, 1.0636e-02,
        1.3171e-03])"	0
720	"tensor([1.4792e+00, 2.7193e-01, 3.8578e+00,  ..., 6.5244e-04, 2.8727e-03,
        8.8854e-04])"	0
721	"tensor([1.4792e+00, 2.7193e-01, 3.8578e+00,  ..., 2.4055e-03, 4.9884e-03,
        6.5370e-03])"	0
722	"tensor([1.4792e+00, 2.7193e-01, 3.8578e+00,  ..., 2.1471e-03, 7.5551e-03,
        1.7228e-03])"	0
723	"tensor([4.1714e-01, 1.1964e+00, 2.3172e+00,  ..., 2.0895e-03, 3.4823e-03,
        1.9982e-03])"	0
724	tensor([0.4171, 1.1964, 2.3172,  ..., 0.0053, 0.0248, 0.0148])	0
725	"tensor([4.1714e-01, 1.1964e+00, 2.3172e+00,  ..., 2.1873e-03, 1.4363e-02,
        1.3041e-03])"	0
726	"tensor([4.1714e-01, 1.1964e+00, 2.3172e+00,  ..., 1.6325e-03, 5.8337e-03,
        1.4098e-03])"	0
727	tensor([0.4171, 1.1964, 2.3172,  ..., 0.0189, 0.0237, 0.0074])	1
728	"tensor([4.1714e-01, 1.1964e+00, 2.3172e+00,  ..., 1.6045e-02, 2.2410e-02,
        1.3744e-03])"	0
729	"tensor([1.6332e+00, 3.8396e+00, 1.6221e+00,  ..., 1.5603e-03, 5.2395e-02,
        1.4404e-02])"	1
730	tensor([2.6622, 3.4555, 3.7372,  ..., 0.0113, 0.0853, 0.0097])	1
731	tensor([ 0.6532, -0.5529,  2.1516,  ...,  0.0094,  0.0149,  0.0419])	1
732	tensor([ 0.6532, -0.5529,  2.1516,  ...,  0.0023,  0.0072,  0.0195])	0
733	tensor([ 0.6532, -0.5529,  2.1516,  ...,  0.0094,  0.0149,  0.0419])	0
734	tensor([ 0.6532, -0.5529,  2.1516,  ...,  0.0023,  0.0072,  0.0195])	1
735	tensor([1.1632, 1.3476, 2.2772,  ..., 0.0320, 0.0187, 0.0548])	0
736	tensor([1.1632, 1.3476, 2.2772,  ..., 0.0174, 0.0503, 0.0517])	1
737	"tensor([-1.3891e+00, -2.8577e+00,  2.0515e+00,  ...,  7.1774e-04,
         2.3711e-03,  3.2672e-03])"	1
738	"tensor([-1.3891e+00, -2.8577e+00,  2.0515e+00,  ...,  3.5924e-04,
         2.2660e-03,  3.8130e-03])"	0
739	"tensor([-1.3891e+00, -2.8577e+00,  2.0515e+00,  ...,  7.1774e-04,
         2.3711e-03,  3.2672e-03])"	0
740	"tensor([-1.3891e+00, -2.8577e+00,  2.0515e+00,  ...,  3.5924e-04,
         2.2660e-03,  3.8130e-03])"	1
741	"tensor([-1.8946e+00,  2.1707e-02,  2.6885e+00,  ...,  3.8845e-04,
         4.6808e-03,  8.3306e-03])"	1
742	"tensor([-1.8946e+00,  2.1707e-02,  2.6885e+00,  ...,  9.7650e-05,
         5.9895e-03,  8.2204e-03])"	0
743	"tensor([-3.9143e+00, -1.7708e-01,  4.0194e+00,  ...,  3.1677e-04,
         6.5251e-03,  1.3390e-02])"	0
744	"tensor([-3.9143e+00, -1.7708e-01,  4.0194e+00,  ...,  1.5564e-04,
         1.1570e-02,  8.6911e-03])"	1
745	"tensor([1.2354e+00, 3.2739e+00, 1.4788e+00,  ..., 1.4669e-04, 1.3768e-03,
        7.9427e-03])"	1
746	"tensor([1.2354e+00, 3.2739e+00, 1.4788e+00,  ..., 8.6545e-05, 5.4051e-04,
        6.4532e-03])"	0
747	"tensor([1.2354e+00, 3.2739e+00, 1.4788e+00,  ..., 1.4669e-04, 1.3768e-03,
        7.9427e-03])"	0
748	"tensor([1.2354e+00, 3.2739e+00, 1.4788e+00,  ..., 8.6545e-05, 5.4051e-04,
        6.4532e-03])"	1
749	tensor([1.1943, 3.4277, 3.6148,  ..., 0.0037, 0.0128, 0.0483])	1
750	"tensor([1.1943e+00, 3.4277e+00, 3.6148e+00,  ..., 1.4480e-03, 2.3416e-02,
        3.7413e-02])"	0
751	tensor([1.7460, 2.7987, 2.2918,  ..., 0.0054, 0.0242, 0.0335])	0
752	tensor([1.7460, 2.7987, 2.2918,  ..., 0.0035, 0.0276, 0.0263])	1
753	"tensor([-2.3274e+00, -6.5735e-01,  2.4550e+00,  ...,  2.0260e-04,
         1.2450e-03,  1.0157e-02])"	1
754	"tensor([-2.3274e+00, -6.5735e-01,  2.4550e+00,  ...,  9.9379e-05,
         6.6044e-04,  1.0877e-02])"	0
755	"tensor([-2.3274e+00, -6.5735e-01,  2.4550e+00,  ...,  2.0260e-04,
         1.2450e-03,  1.0157e-02])"	0
756	"tensor([-2.3274e+00, -6.5735e-01,  2.4550e+00,  ...,  9.9379e-05,
         6.6044e-04,  1.0877e-02])"	1
757	"tensor([ 2.4609e-01,  2.8335e+00, -1.2801e+00,  ...,  1.7539e-04,
         2.6671e-03,  7.1852e-03])"	1
758	"tensor([ 2.4609e-01,  2.8335e+00, -1.2801e+00,  ...,  5.4905e-05,
         2.4838e-03,  1.1975e-02])"	0
759	"tensor([-5.1342e-01,  1.7815e+00, -5.6059e-02,  ...,  3.9005e-04,
         4.3860e-03,  5.9649e-03])"	0
760	"tensor([-5.1342e-01,  1.7815e+00, -5.6059e-02,  ...,  3.3448e-04,
         6.1033e-03,  1.0093e-02])"	1
761	"tensor([-3.9159e+00,  1.9501e+00, -7.9506e-01,  ...,  2.9716e-04,
         8.3041e-03,  4.7581e-03])"	1
762	"tensor([-3.9159e+00,  1.9501e+00, -7.9506e-01,  ...,  7.2736e-05,
         2.7518e-03,  8.8161e-03])"	0
763	"tensor([-3.9159e+00,  1.9501e+00, -7.9506e-01,  ...,  2.9716e-04,
         8.3041e-03,  4.7581e-03])"	0
764	"tensor([-3.9159e+00,  1.9501e+00, -7.9506e-01,  ...,  7.2736e-05,
         2.7518e-03,  8.8161e-03])"	1
765	"tensor([-3.0261e-01,  2.9259e+00,  2.6062e+00,  ...,  1.3294e-04,
         3.5070e-03,  1.0402e-02])"	1
766	"tensor([-3.0261e-01,  2.9259e+00,  2.6062e+00,  ...,  4.0714e-05,
         1.4112e-03,  1.5179e-02])"	0
767	"tensor([-2.3813e+00,  2.3362e+00,  3.5974e+00,  ...,  1.0689e-04,
         6.0330e-03,  3.3544e-02])"	0
768	"tensor([-2.3813e+00,  2.3362e+00,  3.5974e+00,  ...,  1.2743e-04,
         9.9870e-03,  4.1424e-02])"	1
769	"tensor([-4.0540e+00,  1.5358e+00,  2.6240e+00,  ...,  3.8429e-04,
         5.6772e-03,  9.2671e-03])"	1
